From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
13395,22086,1042314.18,US Dollar,Cheque,0,18,1
216,67812,772.18,Saudi Riyal,Cheque,0,17,6
11661,6809,190.71,US Dollar,Cheque,0,20,2
349,12,228.15,US Dollar,Credit Card,0,14,3
17256,135035,6679.81,US Dollar,Cheque,0,1,4
126631,233005,1948.61,US Dollar,Cheque,0,17,0
3718,27175,1079.8,US Dollar,Cheque,0,22,5
2368,119927,1164.74,US Dollar,Cheque,0,22,0
4,29640,318938.74,Yen,Cheque,0,6,4
21828,117694,604.74,US Dollar,Cheque,0,19,1
69314,170412,0.177403,Bitcoin,Bitcoin,0,20,3
12063,23041,220.65,US Dollar,Wire,0,23,4
1135,13,62764.02,Mexican Peso,Cheque,0,6,4
16,11,478.33,Canadian Dollar,Cheque,0,8,3
11314,1835,24515.88,Euro,Credit Card,0,17,0
63587,163470,1323.68,Saudi Riyal,Credit Card,0,20,0
1231,26894,69798.19,US Dollar,Cash,0,16,4
70,56335,19.07,US Dollar,Cheque,0,1,5
212854,212854,3155.93,Euro,ACH,0,2,3
27356,26,104816.08,Yuan,Credit Card,0,16,0
27436,141259,2339.3,Euro,Cash,0,11,3
324477,223950,27239.03,Rupee,Credit Card,0,3,4
11495,13703,41075.78,US Dollar,ACH,0,9,3
121007,121007,19.5,US Dollar,Reinvestment,0,13,3
18491,220164,448.1,Euro,Credit Card,0,22,3
28102,23041,7557.13,US Dollar,Cheque,0,6,3
1638,21547,7478.46,US Dollar,ACH,0,11,3
257741,257741,221426.06,Shekel,Reinvestment,0,0,3
21828,22364,1269.89,US Dollar,Cheque,0,0,3
12,26922,3138.47,Yuan,Cheque,0,18,1
18903,220015,28.96,US Dollar,Credit Card,0,0,4
15607,133674,7825.54,Euro,ACH,0,7,3
11265,18081,37992.33,US Dollar,Cheque,0,23,4
135035,135035,795.52,US Dollar,Reinvestment,0,1,3
117301,5571,1595.16,US Dollar,Credit Card,0,17,4
5571,226290,75.9,US Dollar,Credit Card,0,4,2
24869,38479,241369.16,Rupee,ACH,0,16,3
118681,118681,566.12,US Dollar,ACH,0,17,4
211362,8811,43973.74,Euro,Cash,0,20,2
2,126000,6731.23,Rupee,Cheque,0,17,4
3,28665,2752.21,Euro,Credit Card,0,1,0
268792,169489,0.009367,Bitcoin,Bitcoin,0,1,6
1439,22547,6869.84,US Dollar,Cash,0,0,4
210484,5893,5097.97,Yuan,Cheque,0,22,4
24320,123260,8861.34,Rupee,ACH,0,16,0
1639,1639,2728.49,US Dollar,Reinvestment,0,17,3
123568,19414,122459.77,Rupee,Cheque,0,9,0
11,112827,4680.49,Yuan,Wire,0,13,1
215505,19368,150911.9,Euro,Cash,0,7,5
8318,239440,52.02,US Dollar,Cheque,0,22,6
1199,115,183.9,Shekel,Credit Card,0,12,3
1394,22661,3032.58,US Dollar,Cheque,0,1,1
28335,12,11829.77,Yuan,Cheque,0,22,4
11265,15355,3699.72,US Dollar,Credit Card,0,19,0
236866,236866,463.08,Yuan,Reinvestment,0,0,3
70,70846,0.056017,Bitcoin,Bitcoin,0,17,0
22661,21393,2305.4,US Dollar,Cash,0,13,0
11701,11770,1116.7,US Dollar,Cheque,0,9,2
1120,221024,24089.14,US Dollar,Cheque,0,6,5
17256,17256,19.67,US Dollar,Reinvestment,0,0,3
236628,151250,9423.6,US Dollar,Credit Card,0,11,3
394,163060,116.4,US Dollar,Cheque,0,7,3
9735,113816,998589.22,Yuan,Cheque,0,16,3
531,3500,212.67,US Dollar,Cheque,0,2,4
171723,170412,0.003462,Bitcoin,Bitcoin,0,3,3
235735,136311,406.51,Canadian Dollar,Cash,0,11,4
20,20,15487.99,Euro,Reinvestment,0,0,3
11495,1807,14826.3,US Dollar,Cheque,0,5,1
4187,13210,9.33,US Dollar,Credit Card,0,0,3
1639,1639,7447.23,US Dollar,Cheque,0,16,4
1390,247096,21841.37,Euro,Credit Card,0,7,4
10,210,13443.4,Brazil Real,ACH,0,7,0
13703,12,5399.75,US Dollar,Cheque,0,8,5
12066,111615,2043.1,Yuan,Credit Card,0,16,3
1639,5571,3853.13,US Dollar,Cheque,0,3,3
24029,8811,2202.08,Euro,Cheque,0,19,3
22264,14195,1552.24,Euro,Cheque,0,10,3
228776,228776,1619.96,Euro,Reinvestment,0,10,3
24633,123807,1826.24,US Dollar,Cheque,0,23,4
2293,2293,149551.45,Euro,Reinvestment,0,8,3
7272,131333,123.06,Euro,Cheque,0,11,3
346963,262542,305.18,US Dollar,Cheque,0,16,4
224266,1126,2253.53,Euro,Cheque,0,20,3
15726,119073,315600.55,Yen,Credit Card,0,10,3
6681,237572,97.92,Euro,Cheque,0,6,3
19589,243494,218.63,US Dollar,Cheque,0,2,3
1394,22481,5097.75,US Dollar,Credit Card,0,4,3
150820,150820,33129.69,Brazil Real,Reinvestment,0,0,3
70,145507,541.36,Euro,Cheque,0,18,4
14,1135,39782.08,Mexican Peso,ACH,0,8,4
36635,126413,107.59,US Dollar,ACH,0,2,4
3,131649,7164.97,Euro,ACH,0,5,2
1776,19296,117.55,Euro,Credit Card,0,5,3
21393,221284,35.16,US Dollar,Wire,0,14,5
18493,65793,20585.56,US Dollar,Credit Card,0,12,1
263186,63940,4666.66,Saudi Riyal,Cheque,0,17,1
59642,157900,10449.68,Shekel,Cheque,0,11,4
24869,123651,24569.04,Rupee,Credit Card,0,18,4
7,133159,243.24,UK Pound,ACH,0,22,3
25384,7839,366.27,Euro,Credit Card,0,4,1
5383,14652,1195.58,Euro,Cheque,0,16,4
239886,30061,13.47,US Dollar,Credit Card,0,0,0
10881,24070,4603.77,Euro,Credit Card,0,5,5
12592,23319,1056.65,US Dollar,Credit Card,0,11,3
22693,15109,674.83,Euro,Cheque,0,4,3
9530,26,5623.78,Yuan,Cheque,0,9,2
136424,236908,334.63,Canadian Dollar,Credit Card,0,11,4
423,25885,158.33,Euro,Wire,0,1,4
15786,27234,3001.3,US Dollar,Cheque,0,18,1
20,11255,175.56,US Dollar,Cheque,0,12,3
11047,18671,51.32,US Dollar,Credit Card,0,14,0
18990,237078,1434.91,US Dollar,Wire,0,21,5
215,246140,29723.1,Mexican Peso,Cheque,0,11,4
216208,220270,36.26,Euro,Credit Card,0,0,3
70,245772,12608.39,Mexican Peso,Credit Card,0,22,4
1120,212996,919.55,US Dollar,Credit Card,0,18,3
3718,3718,10455.94,US Dollar,Reinvestment,0,0,3
6681,11,1548.73,Euro,Cheque,0,1,1
39145,39145,31683.18,Yuan,Reinvestment,0,0,3
15786,4894,1080.35,US Dollar,Cheque,0,11,1
70,0,17094.92,Euro,Cheque,0,0,5
17353,247876,6845.19,Euro,Credit Card,0,21,1
58750,58750,1591800.65,US Dollar,Reinvestment,0,1,3
14851,1595,198097.87,Euro,Cheque,0,22,1
32937,135982,111.5,US Dollar,Cheque,0,5,4
311663,311663,1743.62,US Dollar,Reinvestment,0,3,3
117301,116342,47.26,US Dollar,Cheque,0,0,0
217,265216,9613.6,Saudi Riyal,Cheque,0,7,4
61422,261338,284.05,Shekel,Cash,0,1,1
23539,225095,350518.52,Rupee,Cheque,0,14,0
212418,112438,22300.89,Euro,Cheque,0,14,4
1394,22185,2657.13,US Dollar,Credit Card,0,13,1
12202,12503,152340.32,Euro,Cheque,0,13,0
6269,117521,52.79,Euro,Credit Card,0,23,4
28625,224231,77.62,US Dollar,Credit Card,0,6,4
22124,11770,0.35,US Dollar,ACH,0,16,0
1639,15331,129.27,US Dollar,Credit Card,0,4,6
116914,217662,53953.77,Yen,ACH,0,8,3
27234,1638,2668.53,US Dollar,Credit Card,0,18,3
17213,27,55081.84,Yuan,Credit Card,0,17,3
17,17,2932.69,Swiss Franc,Reinvestment,0,0,3
70,259116,1486.87,Shekel,Credit Card,0,14,1
70,16293,8.51,Euro,Credit Card,0,10,5
264152,67606,706.25,Saudi Riyal,Cash,0,3,0
18520,231026,290.84,Euro,Cheque,0,14,2
219,253428,2613.14,Swiss Franc,Cheque,0,14,4
112438,158363,426.42,Euro,Cheque,0,12,6
118,171474,0.151261,Bitcoin,Bitcoin,0,14,3
113,13,54864.92,Mexican Peso,Cheque,0,14,4
6058,15461,25.73,Euro,Cheque,0,21,3
20,1639,2175.99,US Dollar,Credit Card,0,3,0
24950,139951,5748.25,US Dollar,Credit Card,0,7,5
118681,23319,1512.03,US Dollar,ACH,0,16,5
1638,531,7217.26,US Dollar,Cheque,0,3,0
123260,224237,11047.68,Rupee,ACH,0,4,4
315199,6058,117.92,Euro,Credit Card,0,14,4
15,26,2429.27,Yuan,ACH,0,10,3
22890,22890,951.5,US Dollar,Reinvestment,0,0,3
5572,15355,4947.31,US Dollar,ACH,0,12,4
254535,254535,1375729.14,Swiss Franc,Reinvestment,0,19,3
2175,28102,1003.01,US Dollar,ACH,0,19,4
171474,170943,0.023936,Bitcoin,Bitcoin,0,18,2
163897,163233,4635.79,Saudi Riyal,Credit Card,0,12,3
16505,8884,494.63,Euro,Credit Card,0,17,4
70,116,1077.83,Brazil Real,Cash,0,20,4
15783,24317,546.54,US Dollar,Cash,0,23,4
1595,15109,3974.92,Euro,Cheque,0,1,3
210,210,2162.44,Brazil Real,Wire,0,10,4
324143,123824,25870.68,Rupee,Credit Card,0,9,4
70,24027,50.58,Euro,Credit Card,0,7,5
20,11255,24.57,US Dollar,Credit Card,0,0,1
110,19,178.2,Australian Dollar,Wire,0,3,6
40904,142146,2239.98,Australian Dollar,Cheque,0,2,1
70,28393,279.33,US Dollar,Cash,0,14,4
14408,1394,82.71,US Dollar,Credit Card,0,5,0
70,253379,4872.12,Swiss Franc,Cheque,0,2,4
11437,21444,3036132.14,Euro,Wire,0,1,3
70,25526,99.66,US Dollar,Credit Card,0,20,0
124476,2,578462.29,Rupee,Cheque,0,10,5
21260,24778,4361.51,US Dollar,Credit Card,0,16,2
116703,263190,1230.26,US Dollar,Cash,0,10,5
18,13,1697.72,Yen,ACH,0,10,4
27425,27356,36878.01,Yuan,Credit Card,0,22,2
22224,142590,495.63,US Dollar,Cheque,0,20,3
375454,269999,0.023521,Bitcoin,Bitcoin,0,0,4
3389,5855,629.58,US Dollar,Cheque,0,17,2
1217,394,23.08,US Dollar,ACH,0,5,3
71642,71528,0.013238,Bitcoin,Bitcoin,0,9,4
1720,25788,823406.01,Euro,Cheque,0,17,4
53009,53009,40612.06,US Dollar,Reinvestment,0,0,3
214,48719,2411.24,Brazil Real,Credit Card,0,3,0
211018,211018,2134.24,Euro,Reinvestment,0,0,3
0,1776,5001.27,Euro,Credit Card,0,15,4
37587,14620,856.88,Euro,Cheque,0,21,4
20,215514,9325.99,US Dollar,Credit Card,0,18,4
1120,1120,76.04,US Dollar,Cheque,0,5,0
321294,70,386.38,Euro,Cash,0,8,4
259592,259555,38543.95,Shekel,Cheque,0,6,5
15885,236807,4040.7,Yuan,Wire,0,11,3
22661,113317,936093.0,US Dollar,Wire,0,9,4
12055,12202,665.75,Euro,Credit Card,0,0,3
15875,135744,267.76,US Dollar,Cheque,0,9,2
28046,28046,4.85,US Dollar,Reinvestment,0,6,3
1126,2514,56.93,Euro,ACH,0,21,3
24,34293,393853.34,UK Pound,Cheque,0,3,4
70,14408,786.34,US Dollar,Credit Card,0,0,4
23,121857,828457.23,Yen,Credit Card,0,13,5
1394,3653,8378.12,US Dollar,Credit Card,0,12,4
18491,219815,356.04,Euro,Cheque,0,16,2
70,148441,11836.9,Euro,Credit Card,0,4,3
335095,335095,1764.06,Euro,Reinvestment,0,18,3
354068,53933,508.72,Swiss Franc,Credit Card,0,21,4
36096,138879,422.1,Canadian Dollar,Cheque,0,4,6
12592,115216,19307.98,US Dollar,Credit Card,0,21,4
333984,149102,306.01,Euro,Cheque,0,11,4
8488,10416,1243.93,US Dollar,Credit Card,0,18,3
1217,531,576.7,US Dollar,Cheque,0,12,1
36549,36549,10122.95,Euro,Reinvestment,0,0,3
16866,233465,25.77,US Dollar,Cash,0,12,2
21939,1231,693.28,US Dollar,Cheque,0,18,4
11,1807,314.2,US Dollar,Credit Card,0,5,3
219,53937,26166.82,Swiss Franc,Credit Card,0,13,4
27,17768,250.28,Yuan,Cheque,0,2,3
1390,21876,20.27,Euro,Cheque,0,7,4
235676,136424,64.67,Canadian Dollar,Credit Card,0,1,6
5312,12202,2704.94,Euro,ACH,0,19,6
1812,229619,315.32,US Dollar,Cash,0,13,2
1394,11047,1030.51,US Dollar,ACH,0,23,5
1126,423,75.85,Euro,ACH,0,20,4
19413,24677,107597.87,Rupee,Cash,0,4,5
110299,110299,10.28,Yuan,ACH,0,4,2
148698,249523,13883.55,Brazil Real,Credit Card,0,13,0
268792,69521,0.245053,Bitcoin,Bitcoin,0,13,3
20,211012,56.87,Euro,Credit Card,0,3,5
230233,243248,13729.33,Euro,ACH,0,19,5
11255,349,6199.69,US Dollar,Cash,0,14,4
13474,17096,89086587.25,Yen,Credit Card,0,13,1
71356,70874,0.343879,Bitcoin,Bitcoin,0,0,4
112711,11,400.28,Yuan,ACH,0,22,3
1595,6058,985.31,Euro,Cheque,0,17,3
111913,111913,16.32,US Dollar,Reinvestment,0,0,3
2,127412,688278330.61,Rupee,Cheque,0,6,4
13210,216796,2479.33,US Dollar,Cash,0,12,0
225606,24320,3543.73,Rupee,Cash,0,16,2
27,112857,32518.58,Yuan,Cheque,0,20,0
16263,126588,59.1,US Dollar,Credit Card,0,9,3
72,23544,1624405.86,Rupee,Credit Card,0,6,0
11,23726,199.28,Euro,Wire,0,3,4
22661,18656,1190.96,US Dollar,Cheque,0,17,6
1120,21939,1.04,US Dollar,Credit Card,0,16,0
15355,242954,225.51,Euro,Cheque,0,20,1
152768,52788,8963.1,Swiss Franc,Credit Card,0,20,4
59157,60184,680.09,Shekel,Cheque,0,20,1
116,48719,518.17,Brazil Real,Credit Card,0,17,3
16,231975,99514.63,Ruble,Cheque,0,21,6
59700,14,1112.61,Shekel,ACH,0,16,3
13210,2368,1779.86,US Dollar,Credit Card,0,3,1
27436,27436,106.39,Euro,Reinvestment,0,19,3
18,17180,34007.36,Yen,Wire,0,7,2
5383,25634,4418.66,Euro,Cash,0,19,0
15355,11265,5780.0,US Dollar,Cheque,0,22,4
264152,263025,12350.29,Saudi Riyal,Cheque,0,10,0
27436,31615,11580.86,Euro,Credit Card,0,7,1
141352,243063,12113.36,Australian Dollar,Cash,0,5,1
19,23,379.17,Ruble,ACH,0,10,4
110265,13917,2088207.73,Yuan,Cheque,0,7,4
148894,149034,46.79,Brazil Real,Cheque,0,17,2
23747,1639,15457.51,US Dollar,ACH,0,2,5
119732,123824,8857144.79,Rupee,Cash,0,22,3
13474,13474,17.31,US Dollar,Reinvestment,0,0,3
269077,71399,1.320532,Bitcoin,Bitcoin,0,20,4
16,16,7138.08,Ruble,Credit Card,0,10,3
70,9856,51.21,Yuan,Credit Card,0,18,4
11701,11701,760.45,US Dollar,ACH,0,18,6
20,214,0.43906,Bitcoin,Bitcoin,0,9,4
1231,117301,819.62,US Dollar,Cheque,0,19,3
11265,115771,10676.2,US Dollar,Cheque,0,0,3
212,19,1883.06,Australian Dollar,Cheque,0,15,2
117694,117694,160512.83,US Dollar,Reinvestment,0,18,3
212379,19970,21578.52,Yuan,Credit Card,0,7,3
1390,5082,14652.15,Euro,Cheque,0,9,2
118,169489,0.008757,Bitcoin,Bitcoin,0,8,1
212,41348,25374.17,Australian Dollar,ACH,0,11,3
27868,118293,3037.19,Euro,Cheque,0,11,6
1231,11046,56.99,US Dollar,ACH,0,10,5
70,32192,927.64,US Dollar,Cheque,0,15,4
70,1422,5787.61,US Dollar,Cash,0,0,3
15786,21260,57.62,US Dollar,Credit Card,0,10,5
223762,223762,48920.52,Euro,Reinvestment,0,0,3
170727,71535,0.041751,Bitcoin,Bitcoin,0,7,5
11,5033,16.12,US Dollar,Cheque,0,0,1
20,14640,90370.82,Euro,Cheque,0,7,4
312128,692,1455.44,Yuan,ACH,0,22,4
5724,65838,357.13,Euro,Cheque,0,7,0
36524,36242,126.85,Canadian Dollar,Credit Card,0,21,4
15763,123519,4.59,Euro,Cash,0,5,1
22129,27155,720.54,US Dollar,Cheque,0,0,3
498,1768,6.08,Euro,Wire,0,17,4
118,72475,0.270582,Bitcoin,Bitcoin,0,5,4
70,166516,603.79,US Dollar,Cash,0,23,3
1768,1390,227518.7,Euro,Cheque,0,0,2
22444,28665,4399.08,Euro,Cheque,0,16,3
6809,28393,338.13,US Dollar,Wire,0,19,4
1291,117916,1753.84,US Dollar,Cheque,0,16,6
37567,33599,78297.55,Euro,Cheque,0,19,6
22260,231026,5789.13,Euro,Credit Card,0,22,2
7,133372,69.28,UK Pound,Cheque,0,0,3
34065,17353,122.34,Euro,Credit Card,0,0,4
124359,14,33668.03,Rupee,Cheque,0,8,3
8997,29779,13503.12,Yuan,Cheque,0,16,4
285,23,9932.41,Ruble,Credit Card,0,0,3
2293,0,149.46,Euro,Credit Card,0,10,3
12202,25856,455.19,Euro,Credit Card,0,4,4
248623,50453,22711.53,Brazil Real,Cheque,0,6,4
212,11,420.15,Australian Dollar,Credit Card,0,8,3
13395,5206,2548.77,US Dollar,Cash,0,14,2
1720,3671,666.77,Euro,Cheque,0,5,1
34851,34851,499.28,Euro,Reinvestment,0,0,3
335602,233345,152.67,US Dollar,Cheque,0,20,4
13218,10154,247.63,Yuan,Credit Card,0,0,4
22435,224231,2592.31,US Dollar,Wire,0,23,4
248265,248265,19.33,US Dollar,Reinvestment,0,13,3
113,1135,6618.0,Mexican Peso,Cheque,0,5,4
1422,3500,344.81,US Dollar,Cheque,0,0,4
268792,268792,0.001937,Bitcoin,Bitcoin,0,0,3
11222,11495,200.4,US Dollar,Cheque,0,3,4
123568,123824,359600.46,Rupee,ACH,0,6,2
11,3671,40.28,Euro,Cheque,0,3,5
123260,123260,244.31,Rupee,Reinvestment,0,0,3
11,41348,757642.97,Australian Dollar,Cheque,0,12,1
11,1291,2686.07,US Dollar,Cheque,0,18,3
18,53874,2028.19,Swiss Franc,Credit Card,0,0,3
217226,217226,66.85,US Dollar,ACH,0,14,3
1807,1807,17.94,US Dollar,Reinvestment,0,0,3
18,215620,157386.07,Yen,Cheque,0,0,4
124359,23642,3665.58,Rupee,Cheque,0,3,2
217798,6045,713.96,US Dollar,Cheque,0,0,3
20,1835,351.34,Euro,Cheque,0,9,4
152737,120229,74.43,Euro,Credit Card,0,0,5
7082,13482,1188.39,Yuan,Credit Card,0,20,2
210,48719,524.74,Brazil Real,Credit Card,0,5,4
241912,142716,1627.67,US Dollar,Credit Card,0,1,3
26179,15355,4907.95,US Dollar,ACH,0,3,4
7272,214423,259.63,Euro,Cheque,0,15,5
12,215278,13982.82,Yen,Credit Card,0,8,4
27637,225412,9917.22,Rupee,Credit Card,0,19,3
14,131649,20329.97,Euro,Credit Card,0,11,4
24,233186,4677.24,UK Pound,Cheque,0,12,0
57466,57466,9038.42,Shekel,Reinvestment,0,0,3
23033,123651,194294.47,Rupee,ACH,0,18,1
27425,12868,804.39,Yuan,Credit Card,0,19,0
22031,36830,78.99,US Dollar,Cheque,0,13,6
9096,27356,21176.49,Yuan,Credit Card,0,23,4
70,253967,1.82,US Dollar,Credit Card,0,21,4
1422,222433,295.31,US Dollar,ACH,0,3,4
70,13255,9003.24,Yuan,Cheque,0,15,4
11437,12055,1526.5,Euro,Credit Card,0,20,3
70,232857,107.41,UK Pound,Cheque,0,3,6
3440,3440,14.55,US Dollar,Reinvestment,0,17,3
238824,29448,8.88,US Dollar,Credit Card,0,0,2
12204,15740,18054320.63,Yen,Wire,0,23,4
1217,1291,27.77,US Dollar,Cheque,0,11,2
27425,9976,1326.06,Yuan,Cheque,0,18,1
14,28665,50.27,Euro,Credit Card,0,15,1
18081,6045,76.56,US Dollar,ACH,0,16,0
28335,112646,127.92,Yuan,Credit Card,0,2,1
2196,124682,4822.37,US Dollar,Wire,0,5,3
18520,65816,100.17,Euro,Credit Card,0,7,5
3597,14162,266.38,US Dollar,Cheque,0,8,1
116,248957,1648.03,Brazil Real,Cheque,0,12,1
3460,247088,136.28,Euro,ACH,0,23,4
12386,12204,191.42,US Dollar,Cheque,0,16,3
14195,14172,28.27,Euro,Cheque,0,2,5
12386,25307,7768.75,Euro,Cheque,0,12,4
124682,22129,5.67,US Dollar,Credit Card,0,0,3
250253,248739,179.9,Brazil Real,Credit Card,0,0,6
146477,146477,464.6,Mexican Peso,Reinvestment,0,0,3
70,11,20226.26,Euro,Cash,0,15,2
6090,254302,798.53,Euro,Credit Card,0,6,4
13821,127980,52219.75,US Dollar,Cash,0,21,2
272545,169804,0.039425,Bitcoin,Bitcoin,0,23,3
23486,226875,261838640.33,Rupee,Cash,0,11,4
423,423,224834.47,Euro,Cash,0,8,1
23848,19419,4452.09,Euro,Credit Card,0,21,4
70,110777,629.02,US Dollar,Credit Card,0,18,6
20,2860,151.14,US Dollar,Cheque,0,4,3
20,20,61.66,US Dollar,Credit Card,0,22,4
70,264152,768.48,Saudi Riyal,Cash,0,13,3
73607,74307,0.132823,Bitcoin,Bitcoin,0,4,4
1217,2545,18486.1,US Dollar,Credit Card,0,15,4
70,692,15393.74,Yuan,Cheque,0,13,3
48574,48574,314.76,Euro,Reinvestment,0,0,3
3,7839,402.8,Euro,Cheque,0,13,4
35777,136424,3741.79,Canadian Dollar,Cheque,0,0,3
133372,25,50.53,UK Pound,ACH,0,0,0
5383,131649,6843.64,Euro,Cheque,0,7,0
138237,238457,2421.73,Canadian Dollar,Cash,0,8,4
26,5,1920401.38,Rupee,Cheque,0,4,3
238579,152972,111695.42,US Dollar,Cheque,0,13,2
70,15783,52357.34,US Dollar,Cash,0,4,4
219788,219788,5585.87,US Dollar,Reinvestment,0,0,3
1199,14,1181.64,Shekel,Cheque,0,13,1
110851,214554,20.4,Euro,ACH,0,21,3
12063,11265,823.23,US Dollar,Cheque,0,6,2
22481,22661,108.91,US Dollar,ACH,0,14,3
11265,236897,96.56,US Dollar,Cash,0,23,0
1439,1439,6712.96,US Dollar,Reinvestment,0,0,3
215514,147509,326.99,US Dollar,Credit Card,0,11,2
21393,12,17555.23,US Dollar,ACH,0,12,2
20,115114,248.37,US Dollar,Cheque,0,17,6
215187,29158,365.24,US Dollar,ACH,0,8,4
237391,237391,8.26,Euro,Reinvestment,0,0,3
224574,123651,218742.93,Rupee,Cheque,0,8,3
264152,165362,133444.06,Saudi Riyal,ACH,0,14,1
153607,53937,118.81,Swiss Franc,Cheque,0,23,3
425,62130,2562.9,Euro,Credit Card,0,5,2
70,16456,1214.79,US Dollar,Credit Card,0,1,4
217717,136393,26461.01,US Dollar,Credit Card,0,14,3
317804,15740,0.01,Yen,Cheque,0,11,3
22595,119593,34.34,US Dollar,Credit Card,0,17,4
70,41019,366.9,Australian Dollar,Cheque,0,20,3
141632,142342,375.39,Australian Dollar,Cheque,0,17,0
3100,36176,870.44,US Dollar,ACH,0,22,0
1768,18624,34.68,Euro,Cheque,0,20,4
26922,17213,460963.26,Yuan,Cheque,0,14,2
249786,68503,305.21,US Dollar,Cheque,0,10,1
1835,12386,59517.21,Euro,Cash,0,0,4
115,115,3844006.57,Saudi Riyal,Cheque,0,4,2
70,169804,0.133275,Bitcoin,Bitcoin,0,2,4
214,268792,5.654323,Bitcoin,Bitcoin,0,5,3
35145,145591,6161.87,US Dollar,Cheque,0,14,4
600,8720,428.08,Euro,ACH,0,21,4
5,119699,7330.85,Rupee,Credit Card,0,23,2
20,118,0.218033,Bitcoin,Bitcoin,0,8,1
14,57466,369.03,Shekel,Cheque,0,5,2
70,248756,78128.67,Brazil Real,Cheque,0,16,4
123651,226871,156362.5,Rupee,Credit Card,0,8,5
110856,214527,2368.65,US Dollar,ACH,0,9,3
116,149108,492869.05,Brazil Real,Cash,0,8,3
41542,41542,5390.04,Australian Dollar,Reinvestment,0,13,3
20,1889,991.05,US Dollar,ACH,0,13,1
70,8801,7361.07,US Dollar,Cheque,0,23,3
25384,23848,1223.56,Euro,Cheque,0,14,1
285,23,276898.29,Ruble,ACH,0,12,0
425,8087,551.16,Euro,Credit Card,0,9,4
260288,260288,1722.64,Shekel,Reinvestment,0,0,3
25242,118681,149.36,US Dollar,Credit Card,0,5,5
170943,170558,0.890068,Bitcoin,Bitcoin,0,2,3
13395,115943,2836.73,US Dollar,Cheque,0,0,2
21260,33747,679.91,US Dollar,Credit Card,0,17,4
70,138809,1578.69,Canadian Dollar,Credit Card,0,23,2
66944,263025,18.68,Saudi Riyal,Credit Card,0,0,0
6045,6045,10.33,US Dollar,Reinvestment,0,0,3
235676,16,424.98,Canadian Dollar,Credit Card,0,17,0
169489,217,0.825285,Bitcoin,Bitcoin,0,21,4
23,122348,747334.21,Yen,Credit Card,0,12,4
22481,160417,3796.25,US Dollar,Credit Card,0,22,3
16584,152182,3631.13,US Dollar,Cheque,0,1,0
119973,1812,2791.41,US Dollar,ACH,0,19,5
145032,145032,690482.16,Australian Dollar,Reinvestment,0,12,3
3460,232814,8829.56,Euro,ACH,0,16,2
223281,126000,278585167.23,Rupee,Cheque,0,17,5
39392,39392,6959.98,Euro,Reinvestment,0,11,3
18,215557,241479.79,Yen,Cheque,0,2,5
0,498,127.92,Euro,Credit Card,0,8,6
214111,244647,553.54,US Dollar,Credit Card,0,15,5
18,216654,16330.33,Yen,Credit Card,0,19,4
16293,16739,27755.27,US Dollar,Cash,0,9,0
70,114983,229.04,Euro,Cheque,0,15,4
0,0,54.6,Euro,Cheque,0,18,4
214,171474,0.174946,Bitcoin,Bitcoin,0,7,4
1638,1638,3683972.79,US Dollar,Reinvestment,0,23,3
692,15,13246.28,Yuan,Cheque,0,20,3
133903,133903,21.2,Euro,Reinvestment,0,0,3
1,3389,430.83,US Dollar,Cheque,0,13,2
1639,11495,1962.67,US Dollar,Credit Card,0,10,2
70,229619,210.97,US Dollar,Cheque,0,18,5
126000,119732,4212.96,Rupee,Credit Card,0,14,4
219,270010,1.394906,Bitcoin,Bitcoin,0,11,4
2860,21246,137.22,US Dollar,Credit Card,0,0,2
165768,66944,169.41,Saudi Riyal,Cash,0,15,3
37942,22364,274.95,US Dollar,Cheque,0,5,4
1394,1394,212.18,US Dollar,ACH,0,20,4
18081,21566,399.27,US Dollar,Credit Card,0,0,5
70,15355,2016.96,US Dollar,Cheque,0,14,4
23747,124049,185.65,US Dollar,Credit Card,0,6,0
19836,217662,189526.77,Yen,Credit Card,0,8,3
22031,118314,440.67,US Dollar,Cheque,0,15,3
11880,6045,824.32,US Dollar,Cash,0,12,4
13,19856,1306059.84,Yen,ACH,0,20,3
11265,18081,1011.43,US Dollar,Credit Card,0,16,3
14,14,10.71,Euro,Reinvestment,0,0,3
237160,235805,523498.16,Euro,ACH,0,8,6
70,2,177340.54,Rupee,Credit Card,0,9,4
48055,11,1262.91,Euro,Cheque,0,10,5
20,269329,0.155114,Bitcoin,Bitcoin,0,23,3
8801,3653,380.79,US Dollar,Cheque,0,8,4
70,1199,748.84,Shekel,Cheque,0,19,2
70,3500,3092.19,US Dollar,Credit Card,0,15,3
22661,27234,18242.48,US Dollar,ACH,0,5,1
223281,23642,145335643.35,Rupee,Cheque,0,17,4
19970,10154,0.68,Yuan,Wire,0,10,4
123440,123440,2.71,Euro,Reinvestment,0,0,3
70,10073,19347.63,Yuan,Cheque,0,8,3
72,119699,1232233.71,Rupee,Cheque,0,3,4
498,120478,2218.64,Euro,Credit Card,0,4,0
70,2545,6748.91,US Dollar,Credit Card,0,20,6
14213,130826,1129.39,Euro,Cash,0,20,1
36169,11046,614.2,US Dollar,Cheque,0,14,4
11222,31286,70.28,US Dollar,Credit Card,0,4,5
315383,129044,537.76,Euro,Cheque,0,0,4
0,14620,47.75,Euro,Cheque,0,15,2
1835,218303,881.19,Euro,Credit Card,0,15,4
